"Year";"idSchool";"idClass";"idChild";"Gender";"age";"ansia";"geom"
2009;"School15";"Class136";"Child2700";"F";9.74;-0.788;-1.06
2009;"School15";"Class136";"Child2701";"M";9.58;-1.81;0.151
2009;"School15";"Class136";"Child2702";"M";9.89;-0.347;-0.941
2009;"School15";"Class136";"Child2703";"M";9.77;-0.362;-0.945
2009;"School15";"Class136";"Child2704";"F";9.8;-0.832;-0.175
2009;"School15";"Class136";"Child2705";"M";9.8;1.597;0.098
2009;"School15";"Class136";"Child2706";"M";9.97;0.094;-0.143
2009;"School15";"Class136";"Child2707";"M";9.84;0.609;-0.244
2009;"School15";"Class136";"Child2708";"F";9.99;0.464;-1.008
2009;"School15";"Class137";"Child2709";"F";10.13;1.036;-0.43
2009;"School15";"Class137";"Child2710";"F";9.95;-0.628;-2.09
2009;"School15";"Class137";"Child2711";"M";9.7;-0.826;-0.43
2009;"School15";"Class137";"Child2712";"M";10.35;0.105;-0.671
2009;"School15";"Class137";"Child2713";"M";9.55;-0.798;0.173
2009;"School15";"Class137";"Child2714";"M";9.57;-0.968;-0.576
2009;"School15";"Class137";"Child2715";"M";9.83;-0.66;-0.285
2009;"School15";"Class137";"Child2716";"F";10.43;0.325;-0.296
2009;"School15";"Class137";"Child2717";"M";10.42;-0.976;-1.248
2009;"School15";"Class137";"Child2718";"M";9.74;0.911;-0.264
2009;"School15";"Class137";"Child2719";"M";9.97;1.594;-1.214
2009;"School15";"Class137";"Child2720";"F";10.21;-0.589;0.141
2009;"School15";"Class137";"Child2721";"F";10.38;-0.243;0.288
2009;"School15";"Class137";"Child2722";"M";10.12;-0.643;0.016
2009;"School15";"Class137";"Child2723";"M";9.82;0.319;-0.335
2009;"School15";"Class137";"Child2724";"F";9.78;0.296;-0.65
2009;"School15";"Class137";"Child2725";"F";9.92;0.331;-0.888
2009;"School15";"Class138";"Child2726";"F";10.13;0.625;0.017
2009;"School15";"Class138";"Child2727";"M";10.3;-0.987;-0.953
2009;"School15";"Class138";"Child2728";"F";9.98;0.895;0.46
2009;"School15";"Class138";"Child2729";"M";9.77;-0.371;0.456
2009;"School15";"Class138";"Child2730";"M";9.92;0.482;-0.357
2009;"School15";"Class138";"Child2731";"M";10.35;-0.669;-1.444
2009;"School15";"Class138";"Child2732";"F";9.82;0.16;-0.359
2009;"School15";"Class138";"Child2733";"M";10.07;-0.399;-0.347
2009;"School15";"Class138";"Child2734";"M";9.82;0.63;-1.066
2009;"School15";"Class138";"Child2735";"F";10.38;0.582;0.182
2009;"School15";"Class138";"Child2736";"F";9.77;-0.27;-0.336
2009;"School15";"Class138";"Child2737";"F";9.71;0.465;0.268
2009;"School15";"Class138";"Child2738";"F";10.32;1.418;-0.943
2009;"School15";"Class138";"Child2739";"F";10.21;-0.59;-0.802
2009;"School15";"Class138";"Child2740";"F";10.17;-0.102;-0.238
2009;"School15";"Class138";"Child2741";"F";10.41;-1.127;-0.285
2009;"School15";"Class138";"Child2742";"F";9.6;0.076;-0.529
2009;"School15";"Class138";"Child2743";"M";10.07;1.099;-0.003
2009;"School15";"Class138";"Child2744";"M";10.2;-0.623;-0.572
2009;"School15";"Class138";"Child2745";"F";9.76;-0.354;-0.219
2009;"School15";"Class138";"Child2746";"M";10.46;1.035;-0.611
2009;"School15";"Class138";"Child2747";"F";9.5;-0.17;-0.273
2009;"School15";"Class138";"Child2748";"M";10.3;-0.307;-0.606
2009;"School15";"Class138";"Child2749";"F";9.53;0.348;-1.325
2009;"School15";"Class139";"Child2750";"M";10.5;0.897;-0.247
2009;"School15";"Class139";"Child2751";"M";9.74;-0.021;0.071
2009;"School15";"Class139";"Child2752";"M";10.02;-0.157;0.089
2009;"School15";"Class139";"Child2753";"M";9.82;-0.474;0.831
2009;"School15";"Class139";"Child2754";"M";9.86;0.615;0.085
2009;"School15";"Class139";"Child2755";"M";9.86;1.474;0.743
2009;"School15";"Class139";"Child2756";"F";10.2;-1.787;-0.374
2009;"School15";"Class139";"Child2757";"M";9.87;-1.043;-0.782
2009;"School15";"Class139";"Child2758";"F";10;0.825;-0.373
2009;"School15";"Class139";"Child2759";"M";9.51;-2.164;-0.205
2009;"School15";"Class139";"Child2760";"M";9.72;-1.041;-0.288
2009;"School15";"Class139";"Child2761";"F";9.83;0.027;-0.125
2009;"School15";"Class139";"Child2762";"M";10.38;-0.964;-0.229
2009;"School15";"Class140";"Child2763";"F";9.84;-1.014;-0.626
2009;"School15";"Class140";"Child2764";"M";10.28;-0.496;0.606
2009;"School15";"Class140";"Child2765";"M";10.17;-1.472;-0.509
2009;"School15";"Class140";"Child2766";"M";9.87;0.132;0.572
2009;"School15";"Class140";"Child2767";"M";10.26;0.464;0.38
2009;"School15";"Class140";"Child2768";"F";9.53;0.447;-0.224
2009;"School15";"Class140";"Child2769";"M";10.34;-1.135;-0.639
2009;"School15";"Class140";"Child2770";"M";9.53;-0.353;0.213
2009;"School15";"Class140";"Child2771";"F";9.95;-0.684;-0.69
2009;"School15";"Class140";"Child2772";"F";10.42;-1.17;0.886
2009;"School15";"Class140";"Child2773";"F";9.83;-0.305;-0.873
2009;"School15";"Class140";"Child2774";"M";9.77;2.053;-0.003
2009;"School15";"Class140";"Child2775";"F";10.49;-0.883;-0.287
2009;"School15";"Class140";"Child2776";"M";9.84;1.439;-0.735
2009;"School15";"Class140";"Child2777";"F";10.19;0.804;-0.89
2009;"School15";"Class140";"Child2778";"F";9.97;1.518;-0.331
2009;"School15";"Class140";"Child2779";"M";10.5;-0.183;-0.569
2009;"School15";"Class140";"Child2780";"F";10.36;-0.385;-1.165
2009;"School15";"Class140";"Child2781";"M";10.23;-0.459;0.034
2009;"School15";"Class140";"Child2782";"F";9.94;-0.216;-0.046
2009;"School15";"Class140";"Child2783";"F";10.11;-0.149;0.162
2009;"School16";"Class141";"Child2784";"F";9.95;0.102;-0.359
2009;"School16";"Class141";"Child2785";"F";10.29;-1.913;0.16
2009;"School16";"Class141";"Child2786";"F";9.71;0.212;-0.814
2009;"School16";"Class141";"Child2787";"F";10.43;-1.437;0.609
2009;"School16";"Class141";"Child2788";"F";10.12;2.101;0.966
2009;"School16";"Class141";"Child2789";"M";9.65;0.084;2.486
2009;"School16";"Class141";"Child2790";"M";10.07;1.943;0.578
2009;"School16";"Class141";"Child2791";"M";10.35;1.406;1.334
2009;"School16";"Class141";"Child2792";"F";10.13;1.211;-0.427
2009;"School16";"Class141";"Child2793";"M";10.14;-0.374;0.51
2009;"School16";"Class141";"Child2794";"M";10.08;1.082;1.89
2009;"School16";"Class141";"Child2795";"F";10.09;0.274;0.813
2009;"School16";"Class141";"Child2796";"M";9.94;1.358;1.16
2009;"School16";"Class141";"Child2797";"M";9.83;0.907;0.919
2009;"School16";"Class141";"Child2798";"F";10.39;-0.352;0.279
2009;"School16";"Class141";"Child2799";"M";9.99;-0.843;1.388
2009;"School16";"Class141";"Child2800";"F";10.38;-0.671;0.13
2009;"School16";"Class141";"Child2801";"M";10.29;2.125;0.824
2009;"School16";"Class142";"Child2802";"M";10.2;0.701;1.188
2009;"School16";"Class142";"Child2803";"M";10.23;0.707;-0.391
2009;"School16";"Class142";"Child2804";"F";9.75;-0.499;-0.127
2009;"School16";"Class142";"Child2805";"M";9.62;0.578;-0.374
2009;"School16";"Class142";"Child2806";"M";9.99;1.368;0.011
2009;"School16";"Class142";"Child2807";"F";9.54;-0.899;-0.538
2009;"School16";"Class142";"Child2808";"F";9.98;0.067;0.747
2009;"School16";"Class142";"Child2809";"M";9.72;-2.073;0.866
2009;"School16";"Class142";"Child2810";"F";9.93;1.275;0.943
2009;"School16";"Class142";"Child2811";"F";9.59;-0.063;-0.32
2009;"School16";"Class142";"Child2812";"M";9.67;0.668;-0.974
2009;"School16";"Class142";"Child2813";"M";10.29;-0.097;0.929
2009;"School16";"Class142";"Child2814";"F";10.14;-0.473;-0.115
2009;"School16";"Class142";"Child2815";"F";10.14;3.137;0.627
2009;"School16";"Class142";"Child2816";"M";10.48;0.024;0.826
2009;"School16";"Class142";"Child2817";"M";9.62;0.497;-0.327
2009;"School16";"Class142";"Child2818";"M";9.98;0.594;0.302
2009;"School16";"Class142";"Child2819";"M";10.34;-0.246;0.69
2009;"School16";"Class142";"Child2820";"M";9.93;0.273;0.664
2009;"School16";"Class142";"Child2821";"M";9.81;-0.167;0.775
2009;"School16";"Class142";"Child2822";"F";10.27;-1.501;-0.895
2009;"School16";"Class142";"Child2823";"M";9.63;-1.776;0.185
2009;"School16";"Class142";"Child2824";"F";9.56;-0.634;0.347
2009;"School16";"Class142";"Child2825";"F";9.95;-0.119;0.1
2009;"School16";"Class142";"Child2826";"M";9.69;0.062;0.271
2009;"School16";"Class143";"Child2827";"F";9.95;-0.577;-0.012
2009;"School16";"Class143";"Child2828";"M";9.92;0.398;0.351
2009;"School16";"Class143";"Child2829";"M";9.57;0.718;0.006
2009;"School16";"Class143";"Child2830";"F";10.09;0.016;0.099
2009;"School16";"Class143";"Child2831";"F";10.02;1.081;0.651
2009;"School16";"Class143";"Child2832";"F";9.62;-0.504;0.464
2009;"School16";"Class143";"Child2833";"M";9.9;-2.501;0.518
2009;"School16";"Class143";"Child2834";"M";9.87;0.631;0.846
2009;"School16";"Class143";"Child2835";"F";9.86;-1.357;-0.418
2009;"School16";"Class143";"Child2836";"F";10.5;-0.055;0.228
2009;"School16";"Class143";"Child2837";"F";9.68;0.768;-0.035
2009;"School16";"Class143";"Child2838";"M";10.2;0.533;0.422
2009;"School16";"Class143";"Child2839";"F";9.63;0.174;0.216
2009;"School16";"Class143";"Child2840";"M";9.95;-1.122;0.227
2009;"School16";"Class143";"Child2841";"M";9.9;-0.658;0.738
2009;"School16";"Class143";"Child2842";"F";9.9;-2.057;-0.145
2009;"School16";"Class143";"Child2843";"F";10.2;-0.728;-0.511
2009;"School16";"Class143";"Child2844";"M";10.22;0.748;0.65
2009;"School16";"Class143";"Child2845";"F";9.66;-0.656;-0.105
2009;"School16";"Class143";"Child2846";"M";10.1;1.193;-0.157
2009;"School16";"Class143";"Child2847";"F";10.29;-1.191;-0.314
2009;"School16";"Class144";"Child2848";"M";10.46;0.776;1.346
2009;"School16";"Class144";"Child2849";"M";10.48;-0.935;-0.062
2009;"School16";"Class144";"Child2850";"F";10.44;-1.364;-0.272
2009;"School16";"Class144";"Child2851";"F";9.77;1.906;-0.55
2009;"School16";"Class144";"Child2852";"M";10.32;0.584;0.088
2009;"School16";"Class144";"Child2853";"M";10.43;-0.872;-0.568
2009;"School16";"Class144";"Child2854";"F";10.09;-1.464;0.519
2009;"School16";"Class144";"Child2855";"M";9.88;-0.693;0.795
2009;"School16";"Class144";"Child2856";"M";9.98;0.029;-0.286
2009;"School16";"Class144";"Child2857";"F";9.52;0.459;-0.499
2009;"School16";"Class144";"Child2858";"M";9.8;-1.225;0.32
2009;"School16";"Class144";"Child2859";"M";9.54;-0.069;0.178
2009;"School16";"Class144";"Child2860";"F";9.78;0.458;0.046
2009;"School16";"Class144";"Child2861";"F";10.38;2.118;0.221
2009;"School16";"Class144";"Child2862";"M";10.39;1.465;-0.231
2009;"School16";"Class144";"Child2863";"M";10.16;-0.965;-0.371
2009;"School16";"Class144";"Child2864";"M";10.19;-0.313;-0.317
2009;"School16";"Class144";"Child2865";"F";10.11;-1.028;-0.277
2009;"School16";"Class144";"Child2866";"M";9.69;-3.111;-0.826
2009;"School16";"Class144";"Child2867";"M";10.36;-0.527;-0.424
2009;"School16";"Class144";"Child2868";"F";10.38;0.136;0.116
2009;"School16";"Class144";"Child2869";"M";9.64;1.044;0.142
2009;"School16";"Class145";"Child2870";"M";9.63;0.452;0.986
2009;"School16";"Class145";"Child2871";"M";10.46;-0.561;0.357
2009;"School16";"Class145";"Child2872";"F";9.98;0.515;0.604
2009;"School16";"Class145";"Child2873";"M";9.66;1.43;0.168
2009;"School16";"Class145";"Child2874";"M";9.69;2.346;0.705
2009;"School16";"Class145";"Child2875";"M";9.91;3.018;1.441
2009;"School16";"Class145";"Child2876";"M";9.66;0.345;1.143
2009;"School16";"Class145";"Child2877";"F";9.76;0.708;-0.774
2009;"School16";"Class145";"Child2878";"F";10.04;0.2;0.798
2009;"School16";"Class145";"Child2879";"M";9.86;-0.344;0.723
2009;"School16";"Class145";"Child2880";"M";9.95;0.354;0.411
2009;"School16";"Class145";"Child2881";"F";9.84;-0.453;-0.074
2009;"School16";"Class145";"Child2882";"M";9.84;-0.574;1.058
2009;"School16";"Class145";"Child2883";"M";10.39;1.05;0.474
2009;"School16";"Class145";"Child2884";"M";9.57;-0.063;-0.645
2009;"School16";"Class145";"Child2885";"F";9.86;-1.09;-0.243
2009;"School16";"Class145";"Child2886";"M";10.31;0;1.124
2009;"School16";"Class145";"Child2887";"F";10.02;0.344;0.372
2009;"School16";"Class145";"Child2888";"M";10.13;0.042;1.085
2009;"School16";"Class145";"Child2889";"M";9.98;0.156;0.623
2009;"School16";"Class145";"Child2890";"F";9.67;0.932;-0.375
2009;"School16";"Class146";"Child2891";"M";9.93;0.998;0.679
2009;"School16";"Class146";"Child2892";"M";9.59;1.217;0.701
2009;"School16";"Class146";"Child2893";"M";9.77;-0.795;0.692
2009;"School16";"Class146";"Child2894";"M";10.14;-1.174;0.514
2009;"School16";"Class146";"Child2895";"M";9.87;-1.478;-0.383
2009;"School16";"Class146";"Child2896";"F";9.86;0.334;2.024
2009;"School16";"Class146";"Child2897";"M";10.15;0.63;1.116
2009;"School16";"Class146";"Child2898";"M";10.37;-1.165;1.051
2009;"School16";"Class146";"Child2899";"M";9.85;0.68;0.309
2009;"School16";"Class146";"Child2900";"F";10.33;-1;0
2009;"School16";"Class146";"Child2901";"F";9.55;-0.935;0.108
2009;"School16";"Class146";"Child2902";"F";10.28;-0.487;0.44
2009;"School16";"Class146";"Child2903";"M";9.69;0.396;0.083
2009;"School16";"Class146";"Child2904";"M";10.36;-1.258;0.572
2009;"School16";"Class146";"Child2905";"F";10.32;0.242;0.239
2009;"School16";"Class146";"Child2906";"F";9.67;-0.732;0.357
2009;"School16";"Class146";"Child2907";"F";9.61;0.687;-0.446
2009;"School16";"Class146";"Child2908";"M";9.59;0.621;0.752
2009;"School16";"Class146";"Child2909";"M";10.21;0.085;0.647
2009;"School16";"Class146";"Child2910";"M";9.56;2.264;1.355
2009;"School16";"Class146";"Child2911";"M";10.47;-0.041;0.606
2009;"School16";"Class146";"Child2912";"F";9.98;1.285;-0.225
2009;"School16";"Class146";"Child2913";"F";9.71;1.598;-0.168
2009;"School16";"Class146";"Child2914";"M";9.75;-1.007;-0.191
2009;"School16";"Class146";"Child2915";"M";10.03;-1.997;0.814
2009;"School16";"Class146";"Child2916";"F";9.88;0.719;0.67
2009;"School16";"Class146";"Child2917";"F";10.39;0.091;0.089
2009;"School16";"Class146";"Child2918";"M";10.38;-0.581;0.849
2009;"School16";"Class147";"Child2919";"F";10.42;0.773;-0.277
2009;"School16";"Class147";"Child2920";"F";10.09;-0.038;0.537
2009;"School16";"Class147";"Child2921";"M";10.1;-0.05;1.601
2009;"School16";"Class147";"Child2922";"M";10.47;1.123;0.797
2009;"School16";"Class147";"Child2923";"F";10.15;0.419;0.717
2009;"School16";"Class147";"Child2924";"F";10.2;-1.403;0.237
2009;"School16";"Class147";"Child2925";"M";9.66;1.192;0.867
2009;"School16";"Class147";"Child2926";"F";9.52;-0.361;-0.301
2009;"School16";"Class147";"Child2927";"F";9.82;0.113;-0.062
2009;"School16";"Class147";"Child2928";"M";9.77;-1.498;-0.541
2009;"School16";"Class147";"Child2929";"M";10.32;0.979;0.561
2009;"School16";"Class147";"Child2930";"F";9.62;-0.888;-0.9
2009;"School16";"Class147";"Child2931";"F";9.77;-0.516;0.498
2009;"School16";"Class147";"Child2932";"F";9.73;0.275;-0.914
2009;"School16";"Class147";"Child2933";"M";10.37;1.129;0.299
2009;"School16";"Class147";"Child2934";"F";9.82;-0.752;0.517
2009;"School16";"Class147";"Child2935";"M";9.58;0.32;0.245
2009;"School16";"Class147";"Child2936";"M";10.11;0.052;-0.435
2009;"School16";"Class147";"Child2937";"F";9.69;-0.211;-1.207
2009;"School16";"Class147";"Child2938";"F";9.5;1.217;0.066
2009;"School16";"Class147";"Child2939";"M";9.67;-0.369;0.804
2009;"School16";"Class148";"Child2940";"F";10.46;-1.371;0.193
2009;"School16";"Class148";"Child2941";"F";9.65;-0.233;0.018
2009;"School16";"Class148";"Child2942";"F";9.55;-0.164;-0.292
2009;"School16";"Class148";"Child2943";"F";10.05;-0.228;-0.356
2009;"School16";"Class148";"Child2944";"F";10.44;-0.218;-0.521
2009;"School16";"Class148";"Child2945";"F";10.03;-1.003;0.115
2009;"School16";"Class148";"Child2946";"F";9.81;-0.328;-0.646
2009;"School16";"Class148";"Child2947";"M";9.98;1.033;0.661
2009;"School16";"Class148";"Child2948";"M";9.97;0.003;2.284
2009;"School16";"Class148";"Child2949";"F";9.91;-1.879;0.457
2009;"School16";"Class148";"Child2950";"M";9.54;0.481;1.321
2009;"School16";"Class148";"Child2951";"F";9.86;-0.743;0.318
2009;"School16";"Class148";"Child2952";"F";10.29;1.52;0.255
2009;"School16";"Class148";"Child2953";"F";10.23;-0.018;0.111
2009;"School16";"Class148";"Child2954";"F";10.02;-0.635;-0.593
2009;"School16";"Class148";"Child2955";"F";9.59;-1.117;0.387
2009;"School16";"Class148";"Child2956";"M";10.19;-0.785;0.912
2009;"School16";"Class148";"Child2957";"F";10.29;-0.572;0.111
2009;"School16";"Class148";"Child2958";"M";10.33;-0.372;0.131
2009;"School16";"Class148";"Child2959";"F";9.68;0.643;-0.23
2009;"School16";"Class148";"Child2960";"F";9.52;-0.655;-0.164
2009;"School16";"Class148";"Child2961";"F";10.31;-0.828;0.022
2009;"School16";"Class148";"Child2962";"F";10.25;-0.721;0.016
2009;"School16";"Class148";"Child2963";"M";10.06;-0.026;1.061
2009;"School16";"Class148";"Child2964";"M";10.08;0.498;0.596
2009;"School17";"Class149";"Child2965";"F";9.86;-1.456;-0.936
2009;"School17";"Class149";"Child2966";"F";9.54;-0.335;-0.915
2009;"School17";"Class149";"Child2967";"F";10.03;0.866;-0.32
2009;"School17";"Class149";"Child2968";"M";9.5;0.405;0.059
2009;"School17";"Class149";"Child2969";"F";10.32;-1.057;-0.812
2009;"School17";"Class149";"Child2970";"F";9.7;0.545;-0.508
2009;"School17";"Class149";"Child2971";"M";10.1;-0.471;-0.158
2009;"School17";"Class149";"Child2972";"M";10;2.556;-1.091
2009;"School17";"Class149";"Child2973";"F";9.66;-0.489;-0.653
2009;"School17";"Class149";"Child2974";"M";9.65;1.455;0.056
2009;"School17";"Class149";"Child2975";"F";9.66;0.303;-0.702
2009;"School17";"Class149";"Child2976";"M";9.9;-0.327;0.839
2009;"School17";"Class149";"Child2977";"F";9.83;0.996;-1.71
2009;"School17";"Class149";"Child2978";"F";10.02;2.068;-0.586
2009;"School17";"Class149";"Child2979";"F";10.09;-1.647;-0.774
2009;"School17";"Class149";"Child2980";"F";10.16;-0.108;-0.079
2009;"School17";"Class149";"Child2981";"F";9.56;-0.268;-0.464
2009;"School17";"Class149";"Child2982";"F";10.42;-0.812;-0.278
2009;"School17";"Class149";"Child2983";"F";9.87;1.431;-0.045
2009;"School17";"Class150";"Child2984";"M";10.07;-0.893;-0.013
2009;"School17";"Class150";"Child2985";"M";9.89;-1.291;0.247
2009;"School17";"Class150";"Child2986";"M";10.22;-0.05;-1.041
2009;"School17";"Class150";"Child2987";"F";10.23;0.221;-0.63
2009;"School17";"Class150";"Child2988";"M";9.85;-0.391;-0.334
2009;"School17";"Class150";"Child2989";"M";9.52;-0.494;-0.491
2009;"School17";"Class150";"Child2990";"F";10.27;-0.972;0.119
2009;"School17";"Class150";"Child2991";"M";10.18;-0.658;-0.265
2009;"School17";"Class150";"Child2992";"F";10.47;-0.921;-0.625
2009;"School17";"Class150";"Child2993";"F";10.29;-0.061;-0.558
2009;"School17";"Class150";"Child2994";"F";10.44;0.606;-1.141
2009;"School17";"Class150";"Child2995";"M";9.52;0.486;-0.38
2009;"School17";"Class150";"Child2996";"F";9.56;1.256;0.131
2009;"School17";"Class150";"Child2997";"M";10.03;-1.491;-0.257
2009;"School17";"Class150";"Child2998";"M";9.64;-0.154;-0.502
2009;"School17";"Class150";"Child2999";"M";10.07;-2.254;0.868
2009;"School17";"Class150";"Child3000";"F";9.82;-0.775;-0.372
2009;"School17";"Class150";"Child3001";"F";9.97;-0.034;-0.766
2009;"School17";"Class150";"Child3002";"M";10.1;-0.373;-1.152
2009;"School17";"Class150";"Child3003";"F";10.14;-0.153;0.592
2009;"School17";"Class151";"Child3004";"F";9.66;0.71;0.094
2009;"School17";"Class151";"Child3005";"F";10.36;-1.564;0.935
2009;"School17";"Class151";"Child3006";"F";10.25;-0.711;0.781
2009;"School17";"Class151";"Child3007";"F";9.64;1.516;-0.956
2009;"School17";"Class151";"Child3008";"M";10.4;-0.305;0.698
2009;"School17";"Class151";"Child3009";"M";10.23;-0.486;-0.682
2009;"School17";"Class151";"Child3010";"M";9.98;-0.06;-0.064
2009;"School17";"Class151";"Child3011";"M";9.59;0.299;-0.21
2009;"School17";"Class151";"Child3012";"F";9.69;-1.399;-0.05
2009;"School17";"Class151";"Child3013";"M";10.26;0.852;1.069
2009;"School17";"Class151";"Child3014";"F";9.6;-0.053;1.027
2009;"School17";"Class151";"Child3015";"F";9.87;-2.291;0.565
2009;"School17";"Class151";"Child3016";"F";9.79;0.505;0.198
2009;"School17";"Class151";"Child3017";"F";9.62;-1.172;0.757
2009;"School17";"Class151";"Child3018";"F";9.6;-0.971;-0.137
2009;"School17";"Class151";"Child3019";"F";9.88;-0.927;0.313
2009;"School17";"Class151";"Child3020";"M";10.2;0.13;1.786
2009;"School17";"Class151";"Child3021";"M";10.2;2.33;0.297
2009;"School17";"Class151";"Child3022";"F";10.24;-1.346;0.239
2009;"School17";"Class151";"Child3023";"F";9.63;-1.419;0.301
2009;"School17";"Class151";"Child3024";"F";10.5;-1.576;0.373
2009;"School17";"Class151";"Child3025";"M";10.23;-0.079;0.755
2009;"School17";"Class151";"Child3026";"F";9.96;-1.276;1.056
2009;"School17";"Class152";"Child3027";"F";9.81;-0.217;-0.329
2009;"School17";"Class152";"Child3028";"F";9.98;-0.24;-0.535
2009;"School17";"Class152";"Child3029";"M";9.78;1.922;0.913
2009;"School17";"Class152";"Child3030";"F";9.65;-0.386;0.115
2009;"School17";"Class152";"Child3031";"F";10.08;-0.095;0.833
2009;"School17";"Class152";"Child3032";"M";10.34;-1.227;0.345
2009;"School17";"Class152";"Child3033";"M";10.47;1.705;0.955
2009;"School17";"Class152";"Child3034";"M";9.79;1.162;0.867
2009;"School17";"Class152";"Child3035";"F";9.54;1.037;0.173
2009;"School17";"Class152";"Child3036";"M";9.96;1.311;0.556
2009;"School17";"Class152";"Child3037";"F";9.52;0.392;-0.616
2009;"School17";"Class152";"Child3038";"M";9.72;0.432;0.237
2009;"School17";"Class152";"Child3039";"M";10.15;0.066;-0.432
2009;"School17";"Class152";"Child3040";"F";10.38;-1.553;1.169
2009;"School17";"Class152";"Child3041";"M";9.75;1.04;-0.134
2009;"School17";"Class152";"Child3042";"M";9.7;-1.69;1.092
2009;"School17";"Class152";"Child3043";"F";9.92;1.622;-0.005
2009;"School17";"Class152";"Child3044";"F";9.61;-0.598;-0.267
2009;"School17";"Class152";"Child3045";"M";10.05;1.014;0.882
2009;"School17";"Class152";"Child3046";"M";10.45;0.767;1.709
2009;"School17";"Class152";"Child3047";"M";10.46;1.125;1.872
2009;"School17";"Class152";"Child3048";"M";10.07;0.475;0.46
2009;"School17";"Class152";"Child3049";"F";10.17;0.919;-0.282
2009;"School17";"Class153";"Child3050";"F";9.54;-0.776;0.202
2009;"School17";"Class153";"Child3051";"M";9.95;-0.725;-0.405
2009;"School17";"Class153";"Child3052";"F";9.75;-0.326;0.702
2009;"School17";"Class153";"Child3053";"M";10.02;0.215;0.515
2009;"School17";"Class153";"Child3054";"M";10.15;-0.85;-1.048
2009;"School17";"Class153";"Child3055";"F";10.49;0.357;-0.642
2009;"School17";"Class153";"Child3056";"M";10.07;-0.548;0.045
2009;"School17";"Class153";"Child3057";"F";10.09;1.354;0.163
2009;"School17";"Class153";"Child3058";"M";9.83;1.064;0.467
2009;"School17";"Class153";"Child3059";"M";10.42;0.745;-0.025
2009;"School17";"Class153";"Child3060";"F";10.42;-0.536;-0.077
2009;"School17";"Class153";"Child3061";"F";9.61;-0.55;-1.156
2009;"School17";"Class153";"Child3062";"F";10.15;0.289;-0.187
2009;"School17";"Class153";"Child3063";"F";10;1.146;-0.767
2009;"School17";"Class153";"Child3064";"F";9.84;-0.814;-0.596
2009;"School17";"Class153";"Child3065";"M";9.79;-2.122;-0.278
2009;"School17";"Class153";"Child3066";"F";9.65;0.253;-0.666
2009;"School17";"Class154";"Child3067";"M";10.06;1.272;1.319
2009;"School17";"Class154";"Child3068";"F";10;0.742;0.345
2009;"School17";"Class154";"Child3069";"F";9.71;1.328;-2.031
2009;"School17";"Class154";"Child3070";"M";10.5;0.285;0.591
2009;"School17";"Class154";"Child3071";"M";9.71;2.03;-0.135
2009;"School17";"Class154";"Child3072";"M";9.99;0.162;-0.674
2009;"School17";"Class154";"Child3073";"F";9.88;0.508;0.612
2009;"School17";"Class154";"Child3074";"M";9.51;1.738;0.229
2009;"School17";"Class154";"Child3075";"M";10.06;-0.126;-0.093
2009;"School17";"Class154";"Child3076";"F";10.09;0.19;-0.067
2009;"School17";"Class154";"Child3077";"M";10.15;0.246;0.501
2009;"School17";"Class154";"Child3078";"M";9.88;0.099;0.091
2009;"School17";"Class154";"Child3079";"F";9.87;-0.095;-0.449
2009;"School17";"Class154";"Child3080";"F";9.52;0.992;1.029
2009;"School17";"Class154";"Child3081";"M";10.04;0.476;0.162
2009;"School17";"Class154";"Child3082";"M";9.61;0.126;-0.545
2009;"School17";"Class154";"Child3083";"M";9.69;1.426;0.721
2009;"School17";"Class154";"Child3084";"F";9.68;-0.929;0.488
2009;"School17";"Class154";"Child3085";"F";10.3;-1.595;0.795
2009;"School17";"Class154";"Child3086";"F";10.38;-1.238;0.697
2009;"School17";"Class154";"Child3087";"F";10.33;-0.362;-0.463
2009;"School17";"Class154";"Child3088";"F";10.26;-0.8;-0.326
2009;"School17";"Class154";"Child3089";"M";10.19;-0.101;-0.169
2009;"School17";"Class154";"Child3090";"F";10.22;-1.22;-1.193
2009;"School17";"Class155";"Child3091";"M";9.62;-0.673;1.358
2009;"School17";"Class155";"Child3092";"F";10.31;1.615;0.457
2009;"School17";"Class155";"Child3093";"M";10.38;0.173;-0.245
2009;"School17";"Class155";"Child3094";"M";9.76;0.353;0
2009;"School17";"Class155";"Child3095";"M";9.92;0.75;-0.261
2009;"School17";"Class155";"Child3096";"M";9.8;-1.346;0.362
2009;"School17";"Class155";"Child3097";"F";10.01;-0.297;-0.208
2009;"School17";"Class155";"Child3098";"F";9.8;-0.452;-0.181
2009;"School17";"Class155";"Child3099";"F";9.78;-1.937;0.08
2009;"School17";"Class155";"Child3100";"F";10.34;1.547;-0.393
2009;"School17";"Class155";"Child3101";"M";10.42;-1.636;0.786
2009;"School17";"Class155";"Child3102";"F";9.98;-0.733;-0.407
2009;"School17";"Class155";"Child3103";"M";9.77;-0.894;0.866
2009;"School17";"Class155";"Child3104";"M";10.48;-0.54;0.615
2009;"School17";"Class155";"Child3105";"F";9.61;-0.144;0.086
2009;"School17";"Class155";"Child3106";"M";10.14;-0.952;0.82
2009;"School17";"Class155";"Child3107";"F";10.26;-0.372;0.762
2009;"School17";"Class155";"Child3108";"F";9.8;0.411;-0.466
2009;"School17";"Class155";"Child3109";"M";9.88;-0.714;0.935
2009;"School17";"Class155";"Child3110";"M";10.48;-0.273;-0.607
